scrutin_id,titulo_scrutin,fecha,dossier_uid,dossier_titre,match_score,code_loi,titre_loi_promulgation,nor_jo,url_legifrance,nor_jo_rectificatif,url_legifrance_rectificatif,texto_oficial
3421,l'ensemble du projet de loi confortant le respect des principes de la République (première lecture).,2021-02-16,DLR5L15N41074,Respect des principes de la République,0.820,2021-1109,LOI n\u00b0 2021-1109 du 24 ao\u00fbt 2021 confortant le respect des principes de la R\u00e9publique,INTX2030083L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTX2030083L,,,
3422,l'ensemble du projet de loi ratifiant l'ordonnance n° 2019-950 du 11 septembre 2019 portant partie législative du code de la justice pénale des mineurs (texte de la commission mixte paritaire).,2021-02-16,DLR5L15N37919,Code de la justice pénale des mineurs,0.820,2021-218,LOI n\u00b0 2021-218 du 26 f\u00e9vrier 2021 ratifiant l\u2019ordonnance n\u00b0 2019-950 du 11 septembre 2019 portant partie l\u00e9gislative du code de la justice p\u00e9nale des mineurs (1),JUSF1928288L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSF1928288L,,,
3428,l'ensemble de la proposition de loi relative à la déshérence des contrats de retraite supplémentaire (deuxième lecture).,2021-02-17,DLR5L15N39229,Déshérence des contrats de retraite supplémentaire,0.820,2021-219,LOI n\u00b0 2021-219 du 26 f\u00e9vrier 2021 relative \u00e0 la d\u00e9sh\u00e9rence des contrats de retraite suppl\u00e9mentaire,ECOX2021188L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2021188L,,,
3432,l'ensemble de la proposition de loi pour renforcer la prévention en santé au travail (première lecture).,2021-02-17,DLR5L15N41215,Renforcer la prévention en santé au travail,0.820,2021-1018,LOI n\u00b0 2021-1018 du 2 ao\u00fbt 2021 pour renforcer la pr\u00e9vention en sant\u00e9 au travail,SSAX2103845L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX2103845L,,,
3440,l'ensemble de la proposition de loi renforçant la protection des mineurs victimes de violences sexuelles (première lecture).,2021-02-18,DLR5L15N41193,Renforcer la protection des mineurs victimes de violences sexuelles,0.844,,,,,,,
3454,l'ensemble du projet de loi de programmation relatif au développement solidaire et à la lutte contre les inégalités mondiales (première lecture).,2021-03-02,DLR5L15N45213,Application de la loi de programmation relative au développement solidaire et à la lutte contre les inégalités mondiales,0.918,,,,,,,
3455,l'ensemble du projet de loi organique portant diverses mesures relatives à l'élection du Président de la République (texte de la commission mixte paritaire).,2021-03-09,DLR5L15N42195,Projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution,0.553,2021-1381,organique n\u00b0 2021-1381 du 25 octobre 2021 modifiant la loi organique n\u00b0 2010-837 du 23 juillet 2010 relative \u00e0 l\u2019application du cinqui\u00e8me alin\u00e9a de l\u2019article 13 de la Constitution,MICE2106505L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICE2106505L,,,
3483,l'ensemble de la proposition de loi visant à protéger les jeunes mineurs des crimes sexuels (première lecture).,2021-03-15,DLR5L15N40997,Proposition de loi visant à protéger les jeunes mineurs des crimes sexuels,1.000,2021-478,visant \u00e0 prot\u00e9ger les mineurs des crimes et d\u00e9lits sexuels et de l\u2019inceste,JUSX2103172L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSX2103172L,,,
3484,l'ensemble du projet de loi constitutionnelle complétant l'article 1er de la Constitution et relatif à la préservation de l'environnement (première lecture).,2021-03-16,DLR5L15N41425,Compléter l’article 1er de la Constitution et relatif à la préservation de l’environnement,0.815,,,,,,,
3485,l'ensemble du projet de loi organique relatif à la simplification des expérimentations mises en œuvre sur le fondement du quatrième alinéa de l'article 72 de la Constitution (première lecture).,2021-03-16,DLR5L15N40253,Projet de loi organique relatif à la simplification des expérimentations mises en œuvre sur le fondement du quatrième alinéa de l’article 72 de la Constitution,0.997,2021-467,relative \u00e0 la simplification des exp\u00e9rimentations mises en \u0153uvre sur le fondement du quatri\u00e8me alin\u00e9a de l\u2019article 72 de la Constitution,TERB2007584L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TERB2007584L,,,
3489,l'ensemble de la proposition de loi visant à sécuriser les droits à protection sociale des assistants maternels et des salariés des particuliers employeurs (première lecture).,2021-03-18,DLR5L15N41447,Droits à protection sociale des assistants maternels et des salariés des particuliers employeurs,0.821,2021-725,LOI n\u00b0 2021-725 du 8 juin 2021 visant \u00e0 s\u00e9curiser les droits \u00e0 protection sociale des assistants maternels et des salari\u00e9s des particuliers employeurs,SSAX2105503L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX2105503L,,,
3506,l'ensemble de la proposition de loi visant à démocratiser le sport en France (première lecture).,2021-03-19,DLR5L15N41449,Démocratiser le sport en France,0.820,2022-296,visant \u00e0 d\u00e9mocratiser le sport en France,MENX2105502L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MENX2105502L,,,
3507,l'ensemble de la proposition de loi tendant à prévenir les usages dangereux du protoxyde d'azote (première lecture).,2021-03-25,DLR5L15N37978,Protection des mineurs des usages dangereux du protoxyde d'azote,0.755,2021-695,tendant \u00e0 pr\u00e9venir les usages dangereux du protoxyde d\u2019azote,SSAX1936070L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1936070L,,,
3509,l'ensemble de la proposition de loi visant à l'accompagnement des enfants atteints de pathologie chronique ou de cancer (première lecture).,2021-03-25,DLR5L15N41644,Accompagnement des enfants porteurs de pathologie chronique ou de cancer,0.770,2021-1678,visant \u00e0 l\u2019accompagnement des enfants atteints de pathologie chronique ou de cancer,MENX2110064L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MENX2110064L,,,
3569,l'ensemble de la proposition de loi relative à la protection des langues régionales et à leur promotion (deuxième lecture).,2021-04-08,DLR5L15N41920,Proposition de loi relative à la protection sociale globale,0.731,,,,,,,
3641,l'ensemble de la proposition de loi visant à améliorer le système de santé par la confiance et la simplification (lecture définitive).,2021-04-14,DLR5L15N40764,Améliorer le système de santé par la confiance et la simplification,0.827,2021-502,LOI n\u00b0 2021-502 du 26 avril 2021 visant \u00e0 am\u00e9liorer le syst\u00e8me de sant\u00e9 par la confiance et la simplification,SSAX2029985L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX2029985L,,,
3658,l'ensemble de la proposition de loi pour une sécurité globale préservant les libertés (texte de la commission mixte paritaire).,2021-04-15,DLR5L15N40712,Sécurité globale,0.820,2021-646,pour une s\u00e9curit\u00e9 globale pr\u00e9servant les libert\u00e9s,INTX2028939L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTX2028939L,,,
3660,l'ensemble de la proposition de loi visant à protéger les mineurs des crimes et délits sexuels et de l'inceste (deuxième lecture).,2021-04-15,DLR5L15N40997,Proposition de loi visant à protéger les jeunes mineurs des crimes sexuels,0.802,2021-478,visant \u00e0 prot\u00e9ger les mineurs des crimes et d\u00e9lits sexuels et de l\u2019inceste,JUSX2103172L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSX2103172L,,,
3738,l'ensemble du projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets (première lecture).,2021-05-04,DLR5L15N42106,Observations sur le projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets,0.917,,,,,,,
3761,l'ensemble du projet de loi relatif à la gestion de la sortie de crise sanitaire (première lecture).,2021-05-11,DLR5L15N42326,Gestion  de  la  sortie  de  crise  sanitaire,0.820,2021-689,relative \u00e0 la gestion de la sortie de crise sanitaire,PRMX2111684L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2111684L,,,
3766,l'ensemble de la proposition de loi visant à accélérer l'égalité économique et professionnelle (première lecture).,2021-05-12,DLR5L15N42024,Accélérer l’égalité économique et professionnelle,0.768,2021-1774,visant \u00e0 acc\u00e9l\u00e9rer l\u2019\u00e9galit\u00e9 \u00e9conomique et professionnelle,MTRX2110876L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MTRX2110876L,,,
3771,l'ensemble de la proposition de loi visant à moderniser les outils et la gouvernance de la Fondation du patrimoine (deuxième lecture).,2021-05-20,DLR5L15N37846,Fondation du Patrimoine,0.820,2021-710,LOI n\u00b0 2021-710 du 4 juin 2021 visant \u00e0 moderniser les outils et la gouvernance de la Fondation du patrimoine,MICX1930820L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX1930820L,,,
3778,l'ensemble du projet de loi pour la confiance dans l'institution judiciaire (première lecture).,2021-05-25,DLR5L15N42236,Confiance dans l'institution judiciaire,0.820,2021-1729,pour la confiance dans l\u2019institution judiciaire,JUSX2107763L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSX2107763L,,,
3779,l'ensemble du projet de loi organique pour la confiance dans l'institution judiciaire (première lecture).,2021-05-25,DLR5L15N42237,Confiance dans l'institution judiciaire (loi organique),0.629,2021-1728,pour la confiance dans l\u2019institution judiciaire,JUSX2110856L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSX2110856L,,,
3780,l'ensemble du projet de loi relatif à la gestion de la sortie de crise sanitaire (texte de la commission mixte paritaire).,2021-05-25,DLR5L15N42326,Gestion  de  la  sortie  de  crise  sanitaire,0.820,2021-689,relative \u00e0 la gestion de la sortie de crise sanitaire,PRMX2111684L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2111684L,,,
3786,l'ensemble de la proposition de loi portant mesures d'urgence pour assurer la régulation de l'accès au foncier agricole au travers de structures sociétaires (première lecture).,2021-05-26,DLR5L15N41647,Mesures d’urgence pour assurer la régulation de l’accès au foncier agricole au travers de structures sociétaires,0.884,2021-1756,portant mesures d\u2019urgence pour assurer la r\u00e9gulation de l\u2019acc\u00e8s au foncier agricole au travers de structures soci\u00e9taires,AGRX2113732L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=AGRX2113732L,,,
3792,l'ensemble de la proposition de loi visant à consolider notre modèle de sécurité civile et valoriser le volontariat des sapeurs-pompiers (première lecture).,2021-05-27,DLR5L15N40091,Modèle de sécurité civile et valorisation du volontariat des sapeurs pompiers,0.714,,,,,,,
3798,l'ensemble du projet de loi relatif à la prévention d'actes de terrorisme et au renseignement (première lecture).,2021-06-02,DLR5L15N42325,Projet de loi relatif à la prévention d’actes de terrorisme et au renseignement,0.994,2021-998,LOI n\u00b0 2021-998 du 30 juillet 2021 relative \u00e0 la pr\u00e9vention d\u2019actes de terrorisme et au renseignement,INTD2107675L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTD2107675L,,,
3808,l'ensemble du projet de loi relatif à la bioéthique (nouvelle lecture).,2021-06-09,DLR5L15N37672,Bioéthique,0.820,2021-1017,LOI n\u00b0 2021-1017 du 2 ao\u00fbt 2021 relative \u00e0 la bio\u00e9thique,SSAX1917211L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1917211L,,,
3809,l'ensemble du projet de loi ratifiant les ordonnances n° 2021-45 du 20 janvier 2021 et n° 2021-71 du 27 janvier 2021 portant réforme de la formation des élus locaux (première lecture).,2021-06-10,DLR5L15N41730,Projet de loi ratifiant les ordonnances n° 2021-45 du 20 janvier 2021 et n° 2021-71 du 27 janvier 2021 portant réforme de la formation des élus locaux,1.000,2021-771,ratifiant les ordonnances n\u00b0 2021-45 du 20 janvier 2021 et n\u00b0 2021-71 du 27 janvier 2021 portant r\u00e9forme de la formation des \u00e9lus locaux,TERB2103184L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TERB2103184L,,,
3816,l'ensemble de la proposition de loi visant à réduire l'empreinte environnementale du numérique en France (première lecture).,2021-06-10,DLR5L15N40696,Proposition de loi visant à réduire l'empreinte environnementale du numérique en France,1.000,2021-1485,visant \u00e0 r\u00e9duire l\u2019empreinte environnementale du num\u00e9rique en France,ECOX2102044L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2102044L,,,
3821,l'ensemble du projet de loi de finances rectificative pour 2021 (première lecture).,2021-06-11,DLR5L15N44111,Projet de loi de finances rectificative pour 2021,1.000,2021-1549,de finances rectificative pour 2021,ECOX2131239L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2131239L,,,
3825,l'ensemble de la proposition de loi portant diverses mesures de justice sociale(deuxième lecture).,2021-06-17,DLR5L15N38414,Diverses mesures de justice sociale,0.820,,,,,,,
3827,l'ensemble de la proposition de loi visant à assurer la revalorisation des pensions de retraites agricoles les plus faibles (première lecture).,2021-06-17,DLR5L15N42337,Assurer la revalorisation des pensions de retraites agricoles les plus faibles,0.848,2021-1679,visant \u00e0 assurer la revalorisation des pensions de retraites agricoles les plus faibles,MTRX2118937L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MTRX2118937L,,,
3841,l'ensemble du projet de loi relatif à la régulation et à la protection de l'accès aux œuvres culturelles à l'ère numérique (première lecture).,2021-06-23,DLR5L15N42194,Projet de loi relatif à la régulation et à la protection de l’accès aux œuvres culturelles à l’ère numérique,0.991,2021-1382,relative \u00e0 la r\u00e9gulation et \u00e0 la protection de l\u2019acc\u00e8s aux \u0153uvres culturelles \u00e0 l\u2019\u00e8re num\u00e9rique,MICE2106504L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICE2106504L,,,
3852,l'ensemble de la proposition de loi visant à protéger la rémunération des agriculteurs (première lecture).,2021-06-24,DLR5L15N42333,Protéger la rémunération des agriculteurs,0.820,2021-1357,visant \u00e0 prot\u00e9ger la r\u00e9mun\u00e9ration des agriculteurs,AGRX2119054L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=AGRX2119054L,,,
3855,l'ensemble du projet de loi relatif à la bioéthique (lecture définitive).,2021-06-29,DLR5L15N37672,Bioéthique,0.820,2021-1017,LOI n\u00b0 2021-1017 du 2 ao\u00fbt 2021 relative \u00e0 la bio\u00e9thique,SSAX1917211L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1917211L,,,
3866,l'ensemble du projet de loi confortant le respect des principes de la République (nouvelle lecture).,2021-07-01,DLR5L15N41074,Respect des principes de la République,0.820,2021-1109,LOI n\u00b0 2021-1109 du 24 ao\u00fbt 2021 confortant le respect des principes de la R\u00e9publique,INTX2030083L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTX2030083L,,,
3869,"l'ensemble du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine des transports, de l'environnement, de l'économie et des finances (première lecture).",2021-07-06,DLR5L15N42238,"Projet de loi portant diverses dispositions d’adaptation au droit de l’Union européenne dans le domaine des transports, de l’environnement, de l’économie et des finances",0.988,2021-1308,"portant diverses dispositions d\u2019adaptation au droit de l\u2019Union europ\u00e9enne dans le domaine des transports, de l\u2019environnement, de l\u2019\u00e9conomie et des finances",TREK2107676L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREK2107676L,,,
3888,l'ensemble du projet de loi relatif à la protection des enfants (première lecture).,2021-07-08,DLR5L15N42608,Protection des enfants,0.820,2022-140,relative \u00e0 la protection des enfants (1),SSAA2115600L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAA2115600L,,,
3889,l'ensemble du projet de loi de programmation relatif au développement solidaire et à la lutte contre les inégalités mondiales (texte de la commission mixte paritaire),2021-07-13,DLR5L15N45213,Application de la loi de programmation relative au développement solidaire et à la lutte contre les inégalités mondiales,0.785,,,,,,,
3891,l'ensemble du projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets (texte de la commission mixte paritaire).,2021-07-20,DLR5L15N41668,Lutte contre le dérèglement climatique,0.820,2021-1104,Loi n\u00b0 2021-1104 du 22 ao\u00fbt 2021 portant lutte contre le d\u00e9r\u00e8glement climatique et renforcement de la r\u00e9silience face \u00e0 ses effets,TREX2100379L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREX2100379L,,,
3917,l'ensemble du projet de loi relatif à la prévention d'actes de terrorisme et au renseignement (lecture définitive).,2021-07-22,DLR5L15N42325,Projet de loi relatif à la prévention d’actes de terrorisme et au renseignement,0.994,2021-998,LOI n\u00b0 2021-998 du 30 juillet 2021 relative \u00e0 la pr\u00e9vention d\u2019actes de terrorisme et au renseignement,INTD2107675L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTD2107675L,,,
3943,l'ensemble du projet de loi relatif à la gestion de la crise sanitaire (première lecture).,2021-07-22,DLR5L15N43005,Gestion de la crise sanitaire,0.820,2021-1040,LOI n\u00b0 2021-1040 du 5 ao\u00fbt 2021 relative \u00e0 la gestion de la crise sanitaire,PRMX2121946L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2121946L,,,
3945,l'ensemble du projet de loi confortant le respect des principes de la République (lecture définitive).,2021-07-23,DLR5L15N41074,Respect des principes de la République,0.820,2021-1109,LOI n\u00b0 2021-1109 du 24 ao\u00fbt 2021 confortant le respect des principes de la R\u00e9publique,INTX2030083L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTX2030083L,,,
3946,l'ensemble de la proposition de loi pour renforcer la prévention en santé au travail (texte de la commission mixte paritaire).,2021-07-23,DLR5L15N41215,Renforcer la prévention en santé au travail,0.820,2021-1018,LOI n\u00b0 2021-1018 du 2 ao\u00fbt 2021 pour renforcer la pr\u00e9vention en sant\u00e9 au travail,SSAX2103845L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX2103845L,,,
3949,l'ensemble du projet de loi relatif à la gestion de la crise sanitaire (texte de la commission mixte paritaire).,2021-07-25,DLR5L15N43005,Gestion de la crise sanitaire,0.820,2021-1040,LOI n\u00b0 2021-1040 du 5 ao\u00fbt 2021 relative \u00e0 la gestion de la crise sanitaire,PRMX2121946L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2121946L,,,
3956,l'ensemble du projet de loi autorisant la prorogation de l'état d'urgence sanitaire dans les outre-mer (première lecture).,2021-09-07,DLR5L15N43326,Projet de loi autorisant la prorogation de l’état d’urgence sanitaire dans les outre-mer,0.989,2021-1172,autorisant la prorogation de l\u2019\u00e9tat d\u2019urgence sanitaire dans les outre-mer,PRMX2125288L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2125288L,,,
3969,l'ensemble du projet de loi relatif à la responsabilité pénale et à la sécurité intérieure (première lecture).,2021-09-23,DLR5L15N35927,Sécurité intérieure,0.820,,,,,,,
3970,"l'ensemble du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine des transports, de l'environnement, de l'économie et des finances (texte de la commission mixte paritaire).",2021-09-28,DLR5L15N42238,"Projet de loi portant diverses dispositions d’adaptation au droit de l’Union européenne dans le domaine des transports, de l’environnement, de l’économie et des finances",0.883,2021-1308,"portant diverses dispositions d\u2019adaptation au droit de l\u2019Union europ\u00e9enne dans le domaine des transports, de l\u2019environnement, de l\u2019\u00e9conomie et des finances",TREK2107676L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREK2107676L,,,
3971,l'ensemble du projet de loi ratifiant l'ordonnance n° 2021-484 du 21 avril 2021 relative aux modalités de représentation des travailleurs indépendants recourant pour leur activité aux plateformes et aux conditions d'exercice de cette représentation et portant habilitation du Gouvernement à compléter par ordonnance les règles organisant le dialogue social avec les plateformes (première lecture).,2021-09-28,DLR5L15N42930,Ratification de l'ordonnance relative aux modalités de représentation des travailleurs indépendants recourant pour leur activité aux plateformes,0.542,2022-139,ratifiant l\u2019ordonnance n\u00b0 2021-484 du 21 avril 2021 relative aux modalit\u00e9s de repr\u00e9sentation des travailleurs ind\u00e9pendants recourant pour leur activit\u00e9 aux plateformes et aux conditions d\u2019exercice de cette repr\u00e9sentation et portant habilitation du Gouvernement \u00e0 compl\u00e9ter par ordonnance les r\u00e8gles organisant le dialogue social avec les plateformes (1),MTRT2115835L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MTRT2115835L,,,
3972,l'ensemble du projet de loi relatif à la régulation et à la protection de l'accès aux œuvres culturelles à l'ère numérique (texte de la commission mixte paritaire).,2021-09-29,DLR5L15N42194,Projet de loi relatif à la régulation et à la protection de l’accès aux œuvres culturelles à l’ère numérique,0.837,2021-1382,relative \u00e0 la r\u00e9gulation et \u00e0 la protection de l\u2019acc\u00e8s aux \u0153uvres culturelles \u00e0 l\u2019\u00e8re num\u00e9rique,MICE2106504L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICE2106504L,,,
3977,l'ensemble de la proposition de loi créant la fonction de directrice ou de directeur d'école (deuxième lecture).,2021-09-29,DLR5L15N39648,Fonction de directrice ou directeur d’école,0.718,2021-1716,cr\u00e9ant la fonction de directrice ou de directeur d\u2019\u00e9cole,MENX2021192L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MENX2021192L,,,
3979,l'ensemble de la proposition de loi interdisant les pratiques visant à modifier l'orientation sexuelle ou l'identité de genre d'une personne (première lecture).,2021-10-05,DLR5L15N42044,Interdiction des pratiques visant à modifier l’orientation sexuelle ou l’identité de genre d’une personne,0.862,2022-92,interdisant les pratiques visant \u00e0 modifier l\u2019orientation sexuelle ou l\u2019identit\u00e9 de genre d\u2019une personne,ECHX2127873L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECHX2127873L,,,
3981,l'ensemble de la proposition de loi relative aux bibliothèques et au développement de la lecture publique (première lecture).,2021-10-06,DLR5L15N41616,Proposition de loi relative aux bibliothèques et au développement de la lecture publique,1.000,2021-1717,relative aux biblioth\u00e8ques et au d\u00e9veloppement de la lecture publique,MICX2115869L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX2115869L,,,
3982,l'ensemble de la proposition de loi visant à conforter l'économie du livre et à renforcer l'équité et la confiance entre ses acteurs (première lecture).,2021-10-06,DLR5L15N41209,Proposition de loi visant à améliorer l'économie du livre et à renforcer l'équité entre ses acteurs,0.879,2021-1901,visant \u00e0 conforter l\u2019\u00e9conomie du livre et \u00e0 renforcer l\u2019\u00e9quit\u00e9 et la confiance entre ses acteurs,MICX2114446L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX2114446L,,,
3983,l'ensemble de la proposition de loi visant à protéger la rémunération des agriculteurs (texte de la commission mixte paritaire).,2021-10-06,DLR5L15N42333,Protéger la rémunération des agriculteurs,0.820,2021-1357,visant \u00e0 prot\u00e9ger la r\u00e9mun\u00e9ration des agriculteurs,AGRX2119054L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=AGRX2119054L,,,
3995,l'ensemble de la proposition de loi visant à favoriser l'accès de tous les étudiants à une offre de restauration à tarif modéré (première lecture).,2021-10-07,DLR5L15N45605,Proposition de loi visant à favoriser le bio et les circuits courts dans la restauration collective,0.699,,,,,,,
4034,l'ensemble du projet de loi portant diverses dispositions de vigilance sanitaire (première lecture).,2021-10-20,DLR5L15N43812,Diverses dispositions de vigilance sanitaire,0.820,2021-1465,portant diverses dispositions de vigilance sanitaire,PRMX2129237L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2129237L,,,
4064,l'ensemble du projet de loi de financement de la sécurité sociale pour 2022 (première lecture).,2021-10-26,DLR5L15N40633,Projet de loi de financement de la sécurité sociale pour 2021,0.984,2020-1576,de financement de la s\u00e9curit\u00e9 sociale pour 2021,ECOX2023815L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2023815L,,,
4109,l'ensemble du projet de loi portant diverses dispositions de vigilance sanitaire (nouvelle lecture).,2021-11-03,DLR5L15N43812,Diverses dispositions de vigilance sanitaire,0.820,2021-1465,portant diverses dispositions de vigilance sanitaire,PRMX2129237L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2129237L,,,
4114,l'ensemble du projet de loi portant diverses dispositions de vigilance sanitaire (lecture définitive).,2021-11-05,DLR5L15N43812,Diverses dispositions de vigilance sanitaire,0.820,2021-1465,portant diverses dispositions de vigilance sanitaire,PRMX2129237L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2129237L,,,
4132,l'ensemble du projet de loi de finances rectificative pour 2021 (première lecture).,2021-11-10,DLR5L15N44111,Projet de loi de finances rectificative pour 2021,1.000,2021-1549,de finances rectificative pour 2021,ECOX2131239L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2131239L,,,
4150,l'ensemble du projet de loi de finances pour 2022 (première lecture).,2021-11-16,DLR5L15N42785,Projet de loi de finances pour 2022,1.000,2021-1900,Loi de finances pour 2022,ECOX2126830L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2126830L,,,
4151,l'ensemble de la proposition de loi visant à lutter contre la maltraitance animale et conforter le lien entre les animaux et les hommes (texte de la commission mixte paritaire).,2021-11-16,DLR5L15N44955,Proposition de loi visant à lutter contre l'écriture inclusive et protéger la langue française,0.558,,,,,,,
4152,l'ensemble de la proposition de loi visant à consolider notre modèle de sécurité civile et valoriser le volontariat des sapeurs pompiers et les sapeurs pompiers professionnels (texte de la commission mixte paritaire).,2021-11-16,DLR5L15N45726,Proposition de loi visant à créer une circonstance aggravante lorsque des violences volontaires sont commises par un professionnel de santé,0.530,,,,,,,
4154,l'ensemble du projet de loi pour la confiance dans l'institution judiciaire (texte de la commission mixte paritaire).,2021-11-16,DLR5L15N42236,Confiance dans l'institution judiciaire,0.820,2021-1729,pour la confiance dans l\u2019institution judiciaire,JUSX2107763L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSX2107763L,,,
4155,l'ensemble de la proposition de loi visant à améliorer la protection des lanceurs d'alerte (première lecture).,2021-11-17,DLR5L15N37940,Proposition de loi visant à renforcer la protection des mineurs face au numérique,0.818,,,,,,,
4156,l'ensemble de la proposition de loi organique relative à la modernisation de la gestion des finances publiques (texte de la commission mixte paritaire).,2021-11-18,DLR5L15N42349,Proposition de loi organique relative à la modernisation de la gestion des finances publiques,0.827,2021-1836,relative \u00e0 la modernisation de la gestion des finances publiques,ECOX2119883L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2119883L,,,
4157,l'ensemble de la proposition de loi portant diverses dispositions relatives au Haut Conseil des finances publiques et à l'information du Parlement sur les finances publiques (texte de la commission mixte paritaire).,2021-11-18,DLR5L15N36261,Parlement,0.820,,,,,,,
